address,amount
0x9eD41de45823Ff685660eb9F1A06e82fB69D6ca3,25.00
0x544f736C873E21C070cc0942Ca283FE02F09e09E,25.00
0x7e0b686E75255F5a13280F014384894720bDbbf0,25.00
0xAB1260ca60c623665925d9BBb8e30a304B35398A,25.00
0xd4D0F4674b5b18fB7c9860D126094c5680187B0c,25.00
0x6216E7cba35aF0C88Ec9A6913824602bBc4e7907,25.00
0xa94C406F80C21aaf23054f1ffD72407d4d72CDc6,25.00
0x315352a2975f8ad520dffa2954a826792a74fc2b,25.00
0x746fb8Cd41118939D508BFB87dAbA83D6427b8a2,25.00
0x992C6c2c14A067709B2D9cB9B945df2bCb9f4851,25.00
0xf59c02028ACc4354847021a0B90B9102a5DAc0Bf,25.00
0x8ad3410043c9227086f40c2af4eaa8afe9b9403b,25.00
0x255104013E7D644dCd0e3bB1F7F51a1F3605A874,25.00
0x27f639429FcB7a33d9E6E0519c353c5FA187f9F6,25.00
0x06a896f293964e3f9ab3e27ce1ba01fb4253b013,25.00
0x86c1c15f50914fd2ecff4a71e1eb818eaa7666d0,25.00
0xc2e3D8Afa2ba6F4b8025c668ce098f8C3135BAC7,25.00
0x81fa6C5F6B8Aea16dC414aa66029C45AdCb35aE2,25.00
0xFc5545610e0b3E21568F654497008Aa4F73b786b,25.00
0xE69e0c2e690082801a66DdEFC04C89e02331c9dd,25.00
0x398ba95040056623c9a09ad6391ed835c8427fd8,25.00
0xe063635E0c2774a22ed764D51c331d39D606d9F0,25.00
0x89A96E7839991298E1574DCe4b95ECeF9Aa9B563,25.00
0x8c47c47DC1b524636832FECF01fc23F02dAedC2b,25.00
0xDA65cf83f64826001cE8D8ca372da6f594E52C20,25.00
0x38f6b12cd4f4419d7efeb5bf5817f5c45ff2a4fe,25.00
0x1647C6D10114116815AD27A385C1ea24AbB8D001,25.00
0x962b9e83983772d7bc3d66684214533e07968f73,25.00
0x8d62dD977EAD05AB4c36B19eB45f8AC795f74745,25.00
0x4fC39b432D0ef48685291317Aafe91103CAAb418,25.00
0x1f4C7dd273b2668A079FFc3173BC51417271A581,25.00
0xc20b4ff947e1ad006b61d3b3943fc7fef9d4cbb6,25.00
0x5A5abc5e07aD922CFa2268B3291c2A108cEa7396,25.00
0xa7550c2650f094Af25551813aff52f13eb6b9335,25.00
0x94F4E281076102520205a8dD2052D05376cCE6aB,25.00
0xCd7E2B09e1Ea94A097915b0749D5fE2C1D5D54f7,25.00
0xfA328cA4B2A0354d1F73468D3AC3AbbB3b05bC1E,25.00
0x8908e93843d94E36A7A2E7f2846c4aAfc7c1ded8,25.00
0x519dc47e322184d63bd75e4e135b6e2e153572ec,25.00
0x8b33ec3975e4ba15ea32e807daff5c6fcfc25fdd,25.00
0x955719eA51cB67eA782444784908911e09b70974,25.00
0xB618648f23DfbdAAf19ED9a2E6E7329D2721DED9,25.00
0x04EBb682A8B2c9a00A4E78b7B35CDdB5fc655392,25.00
0xbb2d82D85cc2fd5D47Fcbf34d3D22Cb27A380faf,25.00
0xb30Fa3Ea3B885fD524DD277eaBD62a6A19d584D4,25.00
0xB32d0fA770Cc6e5230F8BeaeeFb4aB47d6d78BAb,25.00
0xc5ad9a5184134dA3cc387b898499920C9A82a7DF,25.00
0x463f2e656eA5d02e6f0C0F02512159b7F57dDebA,25.00
0x0844008cde509eE9254623cE425BA4A8e65d366e,25.00
0x233a3880e6612d6a925b6d637dfb134368db2a47,25.00
0x72b21Fab649108Ca76f1D6192F200f945409B09D,25.00
0xAA678e7Ca0418E631d39Fa36ca1303aF40415A04,25.00
0xb8A997107fA8D36EE8b196fb39344b1159cdE5ce,25.00
0xe79058A25b91c5f9c425684Bb4F08f2F31A70BdA,25.00
0xD5cAE1eADA48f62B4e7dafF51E07aC12DB302cE9,25.00
0xcb3c4ab6ec8994d7388a3c4773a07d60690e92b7,25.00
0x41da85d3a24a77bf6c535dd6a5e5a5c7e6014d69,25.00
0x89a818034a609c9e50e665809498d634a101c30e,25.00
0x39f7876188b643a15b4183d53d9d3e69a9d74fb0,25.00
0xAcffB53c7DB2c28dcAd0683Ec2DeDd34F32cC2E8,25.00
0x2b3339dc4487cb01f97d84617C23AF9DfeCc2B3B,25.00
0xEC8b85116f2958630e753533CcFD9F99719f1044,25.00
0x81358ea159864e822f125bcb25390c4cf7876318,25.00
0xc204f496c44778e3a58c546ae4acdd35e2ead970,25.00
0x2fbaaad5e55003fdcf46b942ca59ce98f3093797,25.00
0x5b884C17b4733e0da34A96c222b24CcDE6eF9334,25.00
0x0fB24a1464BEF5b28C631f137911DC806643d62D,25.00
0xFF0Fd3a788622A73602611dD39DA985049e30744,25.00
0x1223596a020fc1c0c2f10400e76c2eba5a7b94be,25.00
0x5ee62b32b7ba12118bc65881273c2123fff87d35,25.00
0xcd44B3Ff9218aa60b97ae1451C75CA9308Fe0db8,25.00
0x34906baAC1F19aa5F421708221852d6E36119c3A,25.00
0xc13bbac98582c90ea392a87ac0472185542328f9,25.00
0x6162EbE2dA16D30a235f04CaA80Ac2C8c1D43C2F,25.00
0xD505a6C87511E6F1Aa89e29dB9cf2F2af22deb57,25.00
0xb60807dd80545e6b96452348a465749ba0956df6,25.00
0xC83a0e6aa66d1d976a951ce1D69F4A96ce177076,25.00
0xc099956240d8ac1eee0387fe400ab6fc90836252,25.00
0x30aa934d35e59b260f898fc73f57f731105b34fc,25.00
0x70e02B9DD08Dd18316f11e10b191834A4A9772ef,25.00
0xaf268775f843fb17d27bff5364b5da240ded18ba,25.00
0x75c0ef743e7bf0c3636b668d4c9de0a55e40388d,25.00
0x6c7fb53f9b7eaeb05c6bb2116230e7dd4b9e7e53,25.00
0xba2eb343af853363b7ae8e3cda0275efa36c2fc9,25.00
0x89b061B6bBA26ac88c4f865F14D08Ae50eE89e6F,25.00
0xD6CAaB93C945857e49f2F9E2Da277065D17332B2,25.00
0x428cc531526e59e7cb6bbb2b9868cba361b36ade,25.00
0x40cb58e7e26856aa9f4090712410f5343f618d8a,25.00
0xe90aB4Fb78d912F83aaf96780868D0FE150d0a6c,25.00
0x365AB31b139cE6d8165A89581045f58Cb192Fd2c,25.00
0x91114B28d721373990fd5a023FD9c5A43b2f46a0,25.00
0x37f48d802FdC343744A22792C0962DD6a3e06dC4,25.00
0x222fBB059E7b9c8693be361E03277866b0e80fC5,25.00
0x221A52A06185d5Bb1D9b4336F88691297dfE74CF,25.00
0xe61ed6a1071cb54f4c3320849fda4d8686ab7bb2,25.00
0x2f4aEDb03EB6201a1881e65588B9436fDC1C2f18,25.00
0xf7B64eaa6F817fD5aAB3A321FbA50527aF0e82C0,25.00
0x6b582517820a75AB37c1983A0f2BCED9fA3B4d14,25.00
0xd9e17fdd2e2bde3a138c2b8b5f02ba0d23c0ea7e,25.00
0x60e0a6aa74cb67c35efa769cd62c3df820bb0e51,25.00
0x04027f87E0E0F449944da29fe0e6435D93B29798,25.00
0x3776987b9c8d4c3c84a6e7431be3a2b7f6b78f3c,25.00
0x6c9fb1a11f3e649543b82c8f733e4d928d5fcabb,25.00
0x9925f56178caafe60c48191e0e769febd7614a17,25.00
0xe2e35b84c007451bDB250cabf6AC46bef15473d0,25.00
0xF682E897041C10B9ADf1Af6AC7284A580B966168,25.00
0x1F5CDa1F08cD04951441040d7F4E27C2d1A4B64f,25.00
0x7709cffeb9cac020f417aca69cfd2c21d3b5a75b,25.00
0xF795a60C7Bc62A09AAA24F097cC3Ce474360e590,25.00
0x6fe7e2806e8c884883e05bafEeE9f511dbA089FD,25.00
0x3Db4c2C340f6f928A37508f126560BCbc31f59C1,25.00
0xa462ee9EdBeE52c705f2284257e10A6eA4bc0Bd2,25.00
0x70772948e9D06775D8aF5e7702E2ad7E3Ece6358,25.00
0xB09e24B8b946DB139B132730d2238680f83612F7,25.00
0x77b60FC32fa5643d7aD028FDaA67fAE56bF8EEd2,25.00
0x46377510a227fdf31166c90e353dcd464a27de1f,25.00
0xdd33b69b88574B85114AD8D1Fc7a94616457CdfE,25.00
0xc4E9c6313DE401f23d254349223622bc32f2E09B,10.00
0xaa002e3bf0cf2858bb4942dc2511b71b15524cef,10.00
0x2FEC19E480c67b0Bfe3CfF8b660fa16d5E1f96dd,10.00
0x59Ac97BB869Bf1C0a4cdc341322E160E5E5e18f2,10.00
0x7E5dCCC1eBCe66b3d73c0693af00F5eceDb4ec84,10.00
0xa9fde73ca9f416ceaf70bdebc9008cf6156de678,10.00
0x82aa5984ce92712c4e7b2f33c0c3b8236a7a4dc2,10.00
0xF87420272f11AE160b6300245a94EBc794F01119,10.00
0x1Ac8fd7c737006f6b3F69606CAd1B619aDc663af,10.00
0x2883dd1e16d1eeb294452964e7cd382d1eb5468f,10.00
0x0D0d26e1D5337bF8E3c4dE5CBCE52fC0773cb103,10.00
0x44B866aCD51dC162E2B2e8F5bd4cA8fae6e6ADFb,10.00
0xC0F834961245DEf98611810E6Da44169A03b3d06,10.00
0xE65B2B5bAE75bc9A3c2e5D07dc671C97E99d43e0,10.00
0x4d8DBE05C9230073E05DA804Cc15CDdb78987fad,10.00
0x654b0856399aE3BF85AfF98694Cf208CAbD680e0,10.00
0x62ae8523c1934EC629A0fBfcEC7f70f3Bb76Dd0A,10.00
0xc34b0f5Fc8b78aD975CEa5E97e92c7A402a3c298,10.00
0x6708129f738b27d3c1eccba0338a66ee9011e2a3,10.00
0x69f175f641157528Bdc4AC831Cadb4Fed3Eeb4cf,10.00
0x7202Cc80495B47eA30e25560d7Fca1379b5FaF18,10.00
0x6cDbfeFd43E18F4dFCd74752e7Fbc5aA45435d65,10.00
0x5c2c9a496a356daff0058ecab90f65ec6c52e140,10.00
0xb429C15cDf7203Ce84b1d76597424093Fc3d909A,10.00
0x9a568483F9ca91075d2f7896A0AaAF04742a13A7,10.00
0x6D374940A43566a804e33929D599a80de4CbCed5,10.00
0xB324C5162997E5097684141488Fab26DAC2240b4,10.00
0x5c09F3d077c4c97870CBd6986979A1C231625aDb,10.00
0xDfDd4E4d869b17d4F39dd492130F9E4b5343B1e8,10.00
0x32569a9EF66AeE595B32cAf9f086A17863B14cAE,10.00
0x6fe7e2806e8c884883e05bafEeE9f511dbA089FD,10.00
0xe2e35b84c007451bDB250cabf6AC46bef15473d0,10.00
0x1051dB844bc7c984619CF05648300E49711602aa,10.00
0x046a9E9667e4cF930083d0dd04d8bBEB0372A52A,10.00
0xEE09306eA0A7680Cd7EF8a539e5BB7A1BF7BFe71,10.00
0x56c66FF3118B39c9cF25036fd8D4790f27AD21F8,10.00
0xB71d9887E852b6ef97036c0623574ce2f951bbA1,10.00
0xe33d3197b3979aa0a9f1a5d94816bd5e8798b1d6,10.00
0x77C50319f41142EB3F75119c55C5C8959F74AD4E,10.00
0xda2e151F15b09743eEB0CB87586019D2f6A51BC5,10.00
0x5a2557d1353f47469bb36f41f7df9d798d599545,10.00
0xEdE540acC373a8E81489A22a3Abc3a7e873B9A42,10.00
0x94cCA81975D499e3DfCF36777171208761A1FAbB,10.00
0xA0dCE6E35Ae0a5D4Fb6893FBDB84a47774999aFe,10.00
0x1A19022Dd18c8c8a1A318859514707c9Fd39976C,10.00
0x8e58a3BA4AC62180185d123C9125f1D82Ff7020f,10.00
0xcEC76fe191617a442315d168f50141117C53F927,10.00
0xbea78507f35b15100589361c24545CA510A3532e,10.00
0xb44a284c7DA73c060d51E8bfbABfA5e4090B4271,10.00
0xBe4430B1b03B7d98d17cCFC04784054628B7f0ec,10.00
0xfdE7f994d9B337B22c11B4d84521af571cBE6239,10.00
0x4DF05E44EB5dB6361bfd5e789f9a84CD2333375a,10.00
0x68D6caB7212dd376b580f6b722F72612787828bc,10.00
0xcC83CD95Aa28d80fE52242Fb6F13dd857F055432,10.00
0x64c6583F35B8f9ebC0CbDC88f9b05Fe6d996d0Aa,10.00
0xFa38E71EAbFf3eb66E531F13C12A817AD7eCde77,10.00
0xC97943FC430f3E51AA77F579a160A0Bff31E4d83,10.00
0x8561F8BCab8500A038Ce14168f807fDA23Cb7336,10.00
0x6c056F656AE0B7F37E15eACB63D577561A07b686,10.00
0xAD0A0B434204BA0a2AD0E02e0D7627fa00c271Cd,10.00
0x5369b3f6A5eC36b5309CDD100b3000c78fCcbE0d,10.00
0x428cc531526e59e7cb6bbb2b9868cba361b36ade,10.00
0xBFf625E85D4B460483bF8a03787cd1f035e340c0,10.00
0xe011F9B777A6583Ed73Db99E97f43DF6d81fdc27,10.00
0xE5b5967a8a8C78dE0164D86D3f01De29E35Ae611,10.00
0x1D9351F818b12Acdc875aB0545028bFBf59ca86A,10.00
0x4408cEc7530Db4F9c81a918830dB017a7Efb0116,10.00
0x53a48fc7e9b4f72767eecf558013f5e577ae0c82,10.00
0x1B3acE3aA27405D2fFb2eD027D4F946a4b74e50f,10.00
0x123E5e2453a43F6338e0A776367C9e530F9E3e08,10.00
0x809f7C708c9A88117Ad8dCBfcF33238883FbB651,10.00
0xC1777164eE7B236CEBE78820dea8ab2441062502,10.00
0x1F5CDa1F08cD04951441040d7F4E27C2d1A4B64f,10.00
0x68D4abC225BB5E61D3f46EDF0A6d09426c8CF9bE,10.00
0x361619Ae85a4cF5e6de765E4587b21F14b346886,10.00
0x43A21B20F1cdE9e55c3384Cb6249a6C1E22e96dF,10.00
0x9B29Be867d9909AD9A191E58B6b534c4E863CcE5,10.00
0x439108F4a36ca699Cdbf3619487F50C6479D40b9,10.00
0x066DFD9D82b70DcfDF8cc92697a0bBFf82dd812A,10.00
0x26cff2368c3Ee4d4F5EE7c750721c5eA46A5691f,10.00
0xee7c71613A72E3F49B75A53af3580739A0D1D005,10.00
0x1e0564C74529CAa634971A4E16aC51e9999E9bB2,10.00
0x4E8A66763882cC2fA75ba1b0df53Ab4543C89D78,10.00
0xB09e24B8b946DB139B132730d2238680f83612F7,10.00
0x299a2CD6C2792b662128c09B1B62E7C6d36EAb00,10.00
0x925f5f5cf62d26be5cf76590dc63c701ee3bcc9e,10.00
0x70772948e9D06775D8aF5e7702E2ad7E3Ece6358,10.00
0x28887bFD3f2c49C6b69da43eD708a3f44239d87b,10.00
0xBC3b20df4992C3fDDdD5a6c78Ada2c05e660f1be,10.00
0x47066276e689fB4AEf133a798dbA17007B4dfaf3,10.00
